,status
8955,0
7382,1
5635,0
3752,0
3218,0
1210,0
6038,1
10350,0
9381,0
5089,1
1815,1
3804,0
8661,1
7033,0
10420,1
10414,0
10198,0
10226,1
23,1
8658,1
2764,1
11186,0
5877,0
1584,0
3855,1
332,1
9887,1
4793,1
5307,1
852,1
11047,0
6784,0
8055,0
7589,1
7530,0
4502,1
1632,0
2768,1
9047,0
2811,0
4986,1
9309,0
5215,1
9541,0
5123,0
4326,1
2209,1
1959,0
4291,1
7245,1
2053,1
9848,1
666,1
6944,1
10293,1
6752,0
11291,0
5921,1
1512,0
10130,0
8630,0
6574,0
920,0
6089,0
3908,1
1886,0
8516,1
4261,1
5177,1
8813,0
9149,1
3527,1
4424,0
10850,1
6139,0
3188,0
1532,1
9240,1
5418,0
3561,1
1562,1
9860,1
4006,0
4618,0
8908,0
3566,1
46,1
1470,0
4740,0
7634,0
7816,0
4451,0
5270,0
7160,0
3681,0
10716,1
5184,0
2972,0
8990,0
7822,1
5145,1
3086,0
243,1
3932,1
11144,1
8636,1
10453,0
1137,1
654,1
8152,1
2805,1
6508,1
581,1
8939,0
784,1
1998,1
744,0
3948,0
3843,1
4549,0
9980,1
6218,1
8744,0
9584,0
8969,0
293,1
7265,1
171,1
36,0
4048,1
8976,1
1922,1
11137,1
4630,1
6993,0
7690,1
6050,1
2317,1
3613,0
6582,0
4714,0
545,1
6239,1
4990,0
6677,0
8848,0
329,0
10877,1
9159,0
4177,1
11219,0
2072,0
9935,1
1994,0
8716,1
3223,1
7591,1
407,0
1246,1
5634,0
3617,1
7261,0
8712,0
9198,1
610,1
10316,0
5061,0
9362,1
1112,0
2761,0
122,0
287,0
4329,0
3544,1
3593,1
11222,1
8610,1
5758,0
11117,0
623,0
5283,1
2353,1
7882,1
10090,0
7807,1
2744,1
2236,1
7079,1
2656,0
7260,1
2903,0
8391,0
6848,0
7214,0
6013,0
6564,1
10528,1
3753,0
11108,1
9858,0
8660,0
9407,1
4104,1
7565,0
11342,1
8226,1
8871,1
10552,1
6060,1
7773,0
6154,0
7669,1
8523,1
725,1
8577,1
8922,0
6620,0
8931,0
7219,1
7861,0
10035,1
5244,1
9372,1
3480,0
7217,1
837,0
1313,0
4645,1
4489,0
3201,0
8993,0
2014,1
4430,1
8647,0
5518,0
4531,0
5882,1
988,1
6131,0
4967,0
10881,1
874,1
5257,1
6671,1
3919,0
230,1
368,0
11079,1
2005,1
7981,0
4024,0
6077,1
3203,0
8102,1
10475,1
2249,1
9464,0
4760,1
10165,1
2941,0
8343,0
6073,0
10610,0
9742,1
9010,0
10046,0
3973,1
5915,1
4193,1
10271,1
10410,1
1170,0
2215,1
2763,0
5819,0
2309,0
10021,1
1896,0
6688,1
6831,1
7687,1
1040,1
10491,0
4181,1
2670,0
2379,0
7551,1
7007,0
108,0
877,1
1667,0
602,1
664,0
10267,1
8473,0
349,1
9513,1
5309,0
8216,0
5681,0
7072,0
11247,1
1864,1
1193,0
1098,1
313,1
2664,1
11313,1
7294,1
5623,0
3853,1
2517,0
6905,0
11210,0
6560,0
1056,1
10081,1
6421,0
3808,1
1146,1
770,1
3119,1
2116,1
2496,1
8205,0
10624,1
7586,0
9954,1
3262,0
601,0
1819,0
4411,0
3698,0
2520,0
6162,0
6961,0
3411,0
5105,1
1250,0
7087,1
2495,1
557,1
1185,1
10860,0
1162,1
8390,0
2698,0
2737,1
5595,1
1735,0
5625,0
4550,1
7568,0
1023,0
6532,0
7186,0
8991,0
11406,1
539,0
888,1
5013,0
4831,0
605,0
10042,1
9548,1
3825,0
1984,0
55,0
9313,1
6106,1
2357,1
5368,1
3437,0
509,1
3914,0
10306,1
6816,0
2638,0
9560,0
2337,0
7210,0
3147,0
10407,1
6928,0
10065,1
1015,0
3506,1
8901,1
514,0
5573,1
1460,1
2419,1
7190,0
4509,0
1117,0
7545,0
6049,1
4510,0
6994,1
5361,0
10493,0
11425,1
7875,1
10282,0
144,1
11419,1
7445,0
8579,1
6315,0
10031,1
6158,1
3301,1
4940,1
9302,1
7435,0
1761,1
4266,0
5494,0
9174,1
10768,1
8235,1
2886,1
2616,1
11162,1
9883,1
3286,1
6413,1
5062,1
5430,0
8509,1
4701,0
11319,0
3172,1
9888,0
10383,0
11288,1
2118,1
8891,0
2629,1
5032,0
8721,0
1326,0
6448,1
4806,1
3272,1
5714,1
1445,1
2833,0
6815,0
3513,1
10852,1
5023,0
7292,1
10842,1
10752,1
2147,1
8766,0
3657,1
6149,1
1879,1
4088,1
10188,1
800,0
1060,1
7341,1
2771,1
6643,0
8920,1
6868,0
4339,1
10659,1
2113,0
7104,0
31,0
9234,0
812,1
10914,1
1344,0
1400,1
105,0
5193,0
6513,1
7978,1
2936,1
247,1
129,1
6142,1
5621,1
3619,1
3782,0
5791,0
10105,1
8170,0
9869,1
1231,0
9270,0
6587,1
11355,1
6475,0
4506,1
11123,0
6392,1
3637,1
5890,0
1582,0
2693,0
24,0
2818,1
5698,0
705,1
3307,0
3028,1
7905,0
11418,0
1851,0
6641,1
6270,0
7706,0
10235,1
10092,1
9570,1
1578,0
6308,1
6338,1
9807,1
