,ip,nb_www,phish_hints,nb_hyperlinks,domain_in_title,domain_age,google_index,page_rank,digit_ratio_url,digit_ratio_hostname
7664,0,0,0,0,1,-1,1,2,0.0,0.0
3751,1,1,0,51,1,3993,1,0,0.24242424242424243,0.24242424242424243
5354,0,0,0,0,1,3809,1,0,0.0,0.0
10019,1,1,1,122,0,5284,0,5,0.11764705882352941,0.11764705882352941
5272,1,0,0,0,1,-1,1,0,1.0,1.0
10301,0,1,0,96,0,-1,0,3,0.0,0.0
1437,1,1,0,7,1,216,1,0,0.19138755980861244,0.19138755980861244
8033,0,0,0,83,1,5613,1,5,0.0,0.0
7316,0,1,0,13,1,2176,0,3,0.0,0.0
4931,0,1,0,207,1,8185,1,5,0.018518518518518517,0.018518518518518517
9150,0,0,0,31,0,-1,1,0,0.0,0.0
8837,0,0,0,76,0,5180,0,6,0.0,0.0
9363,0,0,0,7,1,-1,0,2,0.0,0.0
369,0,0,2,12,0,118,1,0,0.0,0.0
11315,0,0,0,0,1,5670,1,6,0.0,0.0
5398,0,0,0,33,1,2979,0,2,0.0,0.0
7562,0,0,4,14,1,2713,1,0,0.0,0.0
4521,0,1,0,98,1,8048,0,6,0.0,0.0
5078,0,0,0,47,1,-1,1,0,0.12698412698412698,0.12698412698412698
3612,1,0,3,664,1,4759,1,0,0.38388625592417064,0.38388625592417064
785,0,0,0,0,1,66,1,0,0.0,0.0
788,0,0,0,58,0,7827,1,6,0.17391304347826086,0.17391304347826086
8228,0,0,0,81,1,-1,0,2,0.0,0.0
8482,0,1,0,38,1,-1,0,2,0.0,0.0
11013,0,1,0,49,1,4185,0,5,0.0,0.0
4208,0,0,0,116,0,6605,1,5,0.0,0.0
9665,0,1,0,25,1,7376,0,5,0.041666666666666664,0.041666666666666664
8145,0,0,0,94,0,-1,0,2,0.0,0.0
1807,0,1,0,471,0,4148,0,2,0.0,0.0
953,0,0,0,198,1,5590,1,5,0.05263157894736842,0.05263157894736842
10005,0,1,3,4,1,7728,1,1,0.11538461538461539,0.11538461538461539
4200,0,0,0,441,1,-1,0,0,0.05,0.05
5091,0,1,0,251,0,7838,1,6,0.03508771929824561,0.03508771929824561
7866,1,0,0,51,1,3993,1,0,0.2549019607843137,0.2549019607843137
6725,1,1,0,0,1,76,1,0,0.27906976744186046,0.27906976744186046
1258,0,1,0,102,1,7371,0,5,0.0,0.0
11065,0,1,0,126,0,5044,0,5,0.0,0.0
1220,0,1,0,186,1,5742,0,3,0.0,0.0
6351,1,0,1,0,1,-1,1,0,0.3333333333333333,0.3333333333333333
9799,0,0,1,22,1,5626,1,5,0.08333333333333333,0.08333333333333333
6348,0,0,0,76,0,4160,0,5,0.07792207792207792,0.07792207792207792
1956,0,1,1,6,0,5573,0,5,0.022727272727272728,0.022727272727272728
10546,0,1,0,270,0,7838,0,6,0.0,0.0
1548,0,0,0,191,0,7134,0,7,0.0,0.0
7965,1,0,4,1,1,2961,1,1,0.22981366459627328,0.22981366459627328
8275,0,1,0,303,1,7876,0,5,0.08695652173913043,0.08695652173913043
3904,1,1,0,10,1,736,1,0,0.8433734939759037,0.8433734939759037
4242,1,0,0,3,1,-1,1,2,0.3484848484848485,0.3484848484848485
1053,0,0,1,13,1,75,1,0,0.08108108108108109,0.08108108108108109
8902,0,1,2,7,1,4152,1,3,0.0,0.0
11100,0,0,1,0,1,12426,0,5,0.14084507042253522,0.14084507042253522
5991,0,1,0,186,1,3987,0,2,0.0,0.0
10536,0,0,1,10,0,8347,1,10,0.09375,0.09375
1343,0,0,0,82,1,7299,0,5,0.0,0.0
8852,0,1,0,188,1,7584,0,5,0.0,0.0
10979,0,1,0,55,1,5035,1,2,0.0,0.0
325,0,0,0,3,0,5956,1,6,0.064,0.064
4382,0,1,0,88,1,1549,0,2,0.0,0.0
4124,0,0,0,14,1,7295,1,5,0.030303030303030304,0.030303030303030304
2469,0,0,0,99,1,1663,1,0,0.0,0.0
7124,1,1,0,509,0,8965,0,8,0.2413793103448276,0.2413793103448276
2547,0,0,0,30,1,-1,1,0,0.0,0.0
3888,0,0,2,9,1,-1,1,2,0.024096385542168676,0.024096385542168676
3760,0,1,0,18,1,1,1,0,0.0,0.0
10275,1,0,0,51,1,3993,1,0,0.26,0.26
11390,0,1,0,20,1,5075,1,2,0.0,0.0
5841,0,0,4,32,1,-1,1,0,0.0,0.0
2033,0,0,0,0,1,6315,1,0,0.0,0.0
2066,0,0,0,48,1,5440,0,6,0.0,0.0
5688,0,1,0,76,1,4771,0,3,0.0,0.0
2671,1,0,0,22,1,2300,1,2,0.3728813559322034,0.3728813559322034
6404,0,0,0,5,1,1087,1,0,0.0,0.0
8110,1,0,0,4,1,4003,1,0,0.1724137931034483,0.1724137931034483
2857,1,0,0,0,1,5984,1,3,0.23809523809523808,0.23809523809523808
4330,0,0,0,4,1,-1,0,0,0.0,0.0
4553,0,0,0,22,1,5627,1,5,0.1320754716981132,0.1320754716981132
1605,0,0,0,1,1,-1,1,2,0.0,0.0
11055,0,1,0,143,1,6678,0,5,0.12195121951219512,0.12195121951219512
4239,0,1,0,94,1,4487,1,5,0.0,0.0
8143,1,0,0,4,1,-1,1,0,0.31746031746031744,0.31746031746031744
6051,0,0,0,166,0,6340,1,5,0.0,0.0
603,0,0,0,97,1,-1,0,2,0.0,0.0
791,0,0,0,579,1,674,1,2,0.0,0.0
7880,0,1,0,123,0,-1,0,3,0.0,0.0
4711,0,0,0,204,1,2654,0,4,0.1,0.1
5575,0,1,0,115,0,5046,0,5,0.0,0.0
7700,0,0,0,49,1,2805,1,4,0.0,0.0
7961,0,1,0,176,0,7505,0,5,0.0,0.0
7003,0,1,0,299,1,3544,0,2,0.0,0.0
9066,1,0,0,0,1,4376,1,1,0.24528301886792453,0.24528301886792453
6374,0,0,0,0,1,9239,1,5,0.05660377358490566,0.05660377358490566
1345,0,1,0,58,1,7336,0,5,0.0,0.0
1787,0,1,0,148,1,6559,0,4,0.0,0.0
93,0,0,3,41,1,-1,1,2,0.0,0.0
9781,0,1,0,1,1,2052,1,0,0.0,0.0
10913,0,0,0,2,1,3566,0,1,0.0,0.0
3684,0,1,0,145,0,-1,0,3,0.0,0.0
10725,0,1,0,65,0,8495,0,5,0.0,0.0
7424,0,1,0,106,1,6801,0,5,0.0,0.0
1306,0,1,2,17,0,-1,1,1,0.0,0.0
4514,0,0,0,449,1,7448,0,8,0.0,0.0
1538,0,0,4,6,1,4609,1,3,0.0,0.0
9306,0,1,0,90,0,-1,0,2,0.0,0.0
4582,0,0,0,613,1,7159,0,3,0.10810810810810811,0.10810810810810811
44,0,0,0,265,0,5825,0,7,0.0,0.0
9117,0,1,0,68,1,3893,0,1,0.0,0.0
10013,1,0,0,4,1,4003,1,0,0.25,0.25
1613,0,0,0,196,1,7533,0,5,0.0,0.0
9283,0,1,2,40,1,3534,1,1,0.0,0.0
4836,1,1,0,0,1,5770,1,2,0.45652173913043476,0.45652173913043476
2635,0,1,0,50,0,4183,1,4,0.0,0.0
1241,0,1,0,42,1,5639,0,10,0.075,0.075
9375,0,1,0,320,0,9283,0,7,0.0,0.0
8299,0,0,0,21,1,61,1,0,0.0,0.0
521,0,0,0,201,1,7655,0,7,0.0,0.0
6723,0,1,0,123,1,3936,1,3,0.0,0.0
4002,1,1,0,51,1,3993,1,0,0.21782178217821782,0.21782178217821782
10202,0,0,0,6,1,-1,1,0,0.11764705882352941,0.11764705882352941
6763,0,1,0,31,1,6591,0,4,0.0,0.0
1465,0,1,0,144,0,8517,0,10,0.0,0.0
8649,0,0,1,41,1,5230,1,7,0.0,0.0
2329,0,1,0,112,0,5044,0,5,0.0,0.0
9797,0,1,0,99,1,4258,0,4,0.0,0.0
8866,0,0,0,14,1,7295,0,5,0.034482758620689655,0.034482758620689655
8648,0,1,1,102,1,7980,0,6,0.15789473684210525,0.15789473684210525
3056,0,1,0,53,0,863,0,2,0.0,0.0
1676,0,1,0,15,0,6378,0,4,0.0,0.0
1772,0,0,0,8,0,7289,0,4,0.07142857142857142,0.07142857142857142
5338,0,1,0,186,0,5091,0,3,0.0,0.0
9913,0,1,0,0,1,1502,1,0,0.0,0.0
1118,0,0,0,756,0,7129,0,7,0.0,0.0
6246,0,1,0,30,1,7246,0,4,0.0,0.0
2134,0,0,1,116,0,6606,1,5,0.14285714285714285,0.14285714285714285
6419,1,0,0,0,1,-1,1,2,0.9285714285714286,0.9285714285714286
1951,0,0,1,47,1,-1,0,1,0.0,0.0
2544,0,1,0,195,1,7587,0,5,0.0,0.0
960,0,1,0,162,1,1159,0,1,0.0,0.0
10544,0,1,0,181,1,8095,0,4,0.0,0.0
5088,0,1,0,127,0,9169,0,7,0.0,0.0
8884,0,0,0,848,0,7131,0,7,0.0,0.0
10840,0,0,0,8,0,3482,0,4,0.0,0.0
7301,0,0,0,18,1,5614,1,5,0.13157894736842105,0.13157894736842105
4066,0,1,0,10,1,8001,0,3,0.0,0.0
4433,0,0,0,9,1,3567,1,0,0.0,0.0
6516,0,0,0,14,1,7802,1,5,0.028169014084507043,0.028169014084507043
8418,0,0,0,20,1,557,1,0,0.0,0.0
6960,0,1,0,429,1,779,1,0,0.0,0.0
8485,0,1,0,255,1,6257,0,6,0.0,0.0
3225,0,1,0,358,1,8205,0,4,0.0,0.0
2310,0,0,0,34,1,4987,1,0,0.0,0.0
3298,0,0,0,11,1,1015,1,0,0.0,0.0
4357,0,0,0,14,1,7295,1,5,0.13793103448275862,0.13793103448275862
2325,0,1,0,157,1,7523,0,5,0.09302325581395349,0.09302325581395349
3160,0,0,0,18,1,1604,0,1,0.0,0.0
6265,0,1,0,102,1,-1,0,5,0.0,0.0
7116,0,0,0,0,1,-1,0,4,0.0,0.0
1535,1,0,0,48,1,-1,1,0,0.5897435897435898,0.5897435897435898
8957,0,1,0,203,0,3396,0,3,0.0,0.0
5115,1,1,0,51,1,3992,1,0,0.21296296296296297,0.21296296296296297
1221,0,0,0,70,1,8704,0,3,0.0,0.0
9511,0,0,0,275,0,7134,0,7,0.0,0.0
938,1,1,0,68,1,2568,1,1,0.08928571428571429,0.08928571428571429
1505,0,0,0,28,1,7067,1,1,0.0,0.0
11307,0,0,0,55,1,11555,1,7,0.3877551020408163,0.3877551020408163
1530,0,0,0,36,1,7621,1,6,0.07407407407407407,0.07407407407407407
5447,0,0,0,326,0,7130,0,7,0.0,0.0
10642,1,0,0,1,1,3489,1,0,0.4666666666666667,0.4666666666666667
3047,1,0,0,4,1,-1,1,0,0.5,0.5
3461,0,0,0,32,1,5231,0,7,0.0,0.0
6069,1,0,3,12,1,-1,1,0,0.28205128205128205,0.28205128205128205
6693,0,0,0,58,0,7826,1,6,0.3170731707317073,0.3170731707317073
9966,0,0,0,13,1,4320,1,2,0.0,0.0
2117,1,0,0,4,1,1534,1,0,0.15789473684210525,0.15789473684210525
8621,0,0,0,0,1,1787,1,1,0.0,0.0
3846,0,0,0,19,1,2204,1,0,0.04132231404958678,0.04132231404958678
4781,0,0,0,129,1,7616,0,5,0.0,0.0
6098,0,1,0,31,1,5911,0,5,0.0,0.0
1251,0,0,0,8,0,1338,1,6,0.27586206896551724,0.27586206896551724
10611,0,1,0,29,1,4146,0,3,0.0,0.0
6293,0,0,1,33,0,-1,1,1,0.0,0.0
10334,0,1,0,121,1,6385,0,5,0.0,0.0
563,0,0,1,10,0,8348,1,10,0.09210526315789473,0.09210526315789473
2124,0,1,0,184,1,2964,0,3,0.0,0.0
8981,0,1,3,587,1,778,1,2,0.0,0.0
261,0,1,0,357,1,7318,0,5,0.0,0.0
5867,0,1,0,4,1,913,1,2,0.0,0.0
1093,0,0,0,101,1,7616,0,5,0.0,0.0
6125,0,0,0,2,1,606,0,2,0.0,0.0
5402,0,0,2,17,1,-1,1,2,0.0,0.0
9473,0,0,0,363,1,7158,0,3,0.16216216216216217,0.16216216216216217
5759,0,1,0,82,1,2054,0,3,0.0,0.0
4281,0,1,0,0,1,3934,1,0,0.0,0.0
2026,1,0,0,4,1,4003,1,0,0.20754716981132076,0.20754716981132076
7614,0,0,0,26,1,4522,1,0,0.02631578947368421,0.02631578947368421
1565,1,0,0,6,1,9339,0,5,0.4819277108433735,0.4819277108433735
1188,0,1,2,12,1,3859,1,2,0.0,0.0
9782,0,1,0,0,1,8205,1,3,0.06578947368421052,0.06578947368421052
4808,0,0,0,0,1,12,1,0,0.0,0.0
8756,0,0,0,184,1,-1,1,0,0.034482758620689655,0.034482758620689655
11352,0,0,0,6,1,8919,1,3,0.022222222222222223,0.022222222222222223
6881,1,1,2,22,1,2300,1,2,0.32432432432432434,0.32432432432432434
8718,0,1,0,75,1,9044,1,6,0.018867924528301886,0.018867924528301886
10102,0,1,0,57,0,9074,0,4,0.0,0.0
3777,0,0,0,30,1,-1,0,4,0.0,0.0
1261,0,0,2,22,1,5014,1,0,0.06349206349206349,0.06349206349206349
2110,0,0,0,0,1,6201,0,5,0.0,0.0
1469,0,0,2,15,0,540,0,0,0.25,0.25
2411,0,1,0,366,1,5947,0,4,0.0,0.0
4769,0,0,2,29,1,8347,0,10,0.0,0.0
8978,1,0,1,31,1,-1,1,0,0.5922330097087378,0.5922330097087378
10885,0,0,5,38,1,783,1,1,0.0,0.0
8645,0,1,0,205,1,7587,0,5,0.0,0.0
147,0,0,0,209,1,7732,0,5,0.0,0.0
8374,1,0,0,11,1,8019,1,4,0.3442622950819672,0.3442622950819672
8159,0,0,0,45,0,-1,0,5,0.0,0.0
779,0,0,0,209,1,7297,0,5,0.0,0.0
5835,0,0,0,21,1,5627,1,5,0.12195121951219512,0.12195121951219512
9800,1,0,0,0,1,4376,1,1,0.24074074074074073,0.24074074074074073
1874,0,0,0,33,1,-1,0,3,0.19117647058823528,0.19117647058823528
4022,1,0,0,26,1,8019,0,4,0.07692307692307693,0.07692307692307693
822,0,0,1,78,1,-1,1,0,0.06818181818181818,0.06818181818181818
7354,0,0,0,0,1,-1,1,0,0.0,0.0
1477,0,0,0,11,1,-1,1,2,0.0125,0.0125
498,0,0,3,17,0,1396,1,0,0.0,0.0
1694,0,0,0,32,1,5440,1,2,0.12,0.12
9425,0,1,0,70,1,7883,0,4,0.05263157894736842,0.05263157894736842
9719,1,0,1,0,1,9338,0,5,0.49122807017543857,0.49122807017543857
8698,1,0,1,33,1,82,1,0,0.23484848484848486,0.23484848484848486
3655,1,1,1,4,1,870,1,0,0.28695652173913044,0.28695652173913044
8793,0,0,0,196,0,4673,0,9,0.0,0.0
8058,0,1,0,117,1,-1,0,3,0.0,0.0
1690,1,1,0,55,0,7919,0,6,0.12962962962962962,0.12962962962962962
3285,0,1,2,30,1,484,1,2,0.06349206349206349,0.06349206349206349
9204,0,0,0,371,0,-1,0,4,0.07142857142857142,0.07142857142857142
6244,0,1,4,45,1,175,1,0,0.013333333333333334,0.013333333333333334
9693,0,1,0,0,1,-1,0,5,0.07246376811594203,0.07246376811594203
11142,0,1,0,27,1,6584,0,5,0.0,0.0
6722,1,0,0,158,0,12210,0,8,0.17307692307692307,0.17307692307692307
3061,0,1,0,6,1,-1,0,3,0.05263157894736842,0.05263157894736842
10053,0,0,0,93,1,3570,0,6,0.0,0.0
10353,0,1,0,28,1,7056,1,1,0.0,0.0
10900,0,1,0,208,1,4788,0,5,0.0625,0.0625
4403,0,1,0,38,1,6197,0,3,0.0,0.0
7466,0,1,0,328,1,6257,0,6,0.0,0.0
8541,1,0,0,26,0,10674,1,8,0.125,0.125
3925,0,0,2,19,1,8346,0,10,0.0,0.0
636,0,1,0,121,1,5132,0,7,0.014492753623188406,0.014492753623188406
2398,0,1,0,49,1,5454,0,5,0.0,0.0
9898,0,1,0,48,0,4473,0,3,0.0,0.0
4301,0,1,0,293,0,6919,0,4,0.0,0.0
2609,0,0,0,23,1,819,1,2,0.10256410256410256,0.10256410256410256
2522,0,1,0,436,0,7099,0,2,0.0,0.0
1551,0,1,0,0,0,1000,1,0,0.0,0.0
1858,0,1,0,7,1,244,0,1,0.0,0.0
5466,0,1,1,506,1,6073,1,0,0.0784313725490196,0.0784313725490196
5191,0,0,0,465,1,165,1,0,0.025,0.025
3450,0,0,2,42,1,-1,1,4,0.08695652173913043,0.08695652173913043
6920,0,1,0,36,0,5382,0,3,0.0,0.0
4235,0,0,1,19,1,1547,1,2,0.075,0.075
6894,0,1,0,0,1,-1,1,1,0.0,0.0
7608,0,0,0,175,1,7297,0,5,0.0,0.0
8678,0,1,0,9,0,-1,1,4,0.0,0.0
6277,0,0,0,0,1,-1,1,0,0.11428571428571428,0.11428571428571428
2257,0,1,1,259,1,6311,0,4,0.0,0.0
8583,0,1,0,296,0,9285,0,7,0.041666666666666664,0.041666666666666664
7499,1,0,1,4,1,-1,1,0,0.34375,0.34375
11105,0,0,0,0,1,1972,1,0,0.1348314606741573,0.1348314606741573
6637,0,1,0,150,0,-1,1,2,0.0,0.0
7157,0,1,0,55,0,5640,0,10,0.0,0.0
1961,0,0,0,14,1,21,1,0,0.0,0.0
5070,0,1,0,278,0,6265,1,5,0.0,0.0
11044,0,0,0,44,1,8638,0,5,0.03225806451612903,0.03225806451612903
1436,0,1,0,45,1,-2,0,3,0.038461538461538464,0.038461538461538464
4731,0,1,0,203,1,3546,0,5,0.0,0.0
10032,0,0,0,124,1,5194,0,2,0.1111111111111111,0.1111111111111111
6803,0,1,0,26,1,3251,1,4,0.025,0.025
1587,1,0,2,185,1,495,1,2,0.14814814814814814,0.14814814814814814
8743,0,0,0,54,1,-2,0,3,0.0,0.0
3473,0,1,0,65,1,7530,0,5,0.0,0.0
7925,0,1,0,55,0,1986,0,3,0.0,0.0
5891,0,0,0,10,0,8348,1,10,0.06557377049180328,0.06557377049180328
5950,0,1,2,1,1,919,1,0,0.0,0.0
1202,0,0,0,24,1,3154,1,7,0.05,0.05
2508,0,1,0,75,1,2582,0,2,0.0,0.0
2425,0,0,3,13,1,470,1,0,0.0,0.0
6880,0,1,0,82,1,6272,0,4,0.0,0.0
4334,0,1,0,62,1,3746,1,4,0.0,0.0
270,0,0,2,1,0,8346,0,10,0.14583333333333334,0.14583333333333334
7757,0,0,0,549,0,7133,0,7,0.0,0.0
3440,0,1,0,294,1,5887,0,6,0.0,0.0
1368,1,0,0,0,1,5158,1,8,0.5454545454545454,0.5454545454545454
8178,1,0,0,51,1,3992,1,0,0.11475409836065574,0.11475409836065574
3290,0,0,0,46,1,6435,0,5,0.0625,0.0625
2291,1,0,0,98,1,8350,0,10,0.13725490196078433,0.13725490196078433
6625,1,0,1,1,1,296,1,0,0.19310344827586207,0.19310344827586207
1906,0,0,0,12,1,3141,0,2,0.0,0.0
6986,0,0,0,1,1,7083,1,3,0.021739130434782608,0.021739130434782608
11332,0,1,0,5,1,6380,1,3,0.012987012987012988,0.012987012987012988
997,0,0,0,46,1,-2,1,0,0.0425531914893617,0.0425531914893617
9487,0,0,0,8,0,1336,1,6,0.03571428571428571,0.03571428571428571
1131,0,0,0,10,1,62,1,0,0.0,0.0
1232,0,0,1,41,1,1192,1,3,0.0,0.0
3577,1,1,0,13,1,2842,1,0,0.1827956989247312,0.1827956989247312
2875,0,0,0,13,1,3000,0,2,0.0,0.0
7987,0,0,1,0,1,2188,1,0,0.0,0.0
6241,1,1,0,709,1,9293,0,5,0.3170731707317073,0.3170731707317073
6808,1,0,0,21,1,5616,1,5,0.2608695652173913,0.2608695652173913
9583,0,0,0,181,1,6256,0,6,0.0,0.0
3969,0,1,0,52,0,5636,0,10,0.075,0.075
6064,0,1,0,0,1,8391,0,3,0.0392156862745098,0.0392156862745098
5334,0,1,0,106,1,7671,0,6,0.0,0.0
9333,0,1,0,157,0,-1,0,3,0.0,0.0
8510,0,1,2,14,1,8638,0,2,0.0,0.0
2526,0,1,0,130,1,7222,1,5,0.075,0.075
371,0,0,0,10,1,219,1,0,0.0,0.0
11395,0,0,0,61,1,5020,0,4,0.0,0.0
7151,0,0,0,0,1,3154,1,7,0.0,0.0
6859,0,0,0,40,1,-1,0,3,0.03125,0.03125
3534,0,1,0,16,1,4763,0,3,0.0,0.0
6378,0,1,0,218,1,6257,0,6,0.0,0.0
8315,0,0,0,70,1,7618,0,5,0.0,0.0
10331,0,0,0,159,1,8217,0,8,0.0,0.0
10170,0,1,0,104,1,2021,1,0,0.0,0.0
5095,0,1,0,196,1,6256,0,6,0.0,0.0
7640,0,0,0,26,1,8019,1,4,0.056,0.056
4827,0,1,0,0,1,9279,0,3,0.043478260869565216,0.043478260869565216
10167,0,0,0,0,1,3077,1,1,0.14285714285714285,0.14285714285714285
10588,0,0,0,0,1,2837,1,2,0.0,0.0
1411,1,0,1,74,1,3698,1,4,0.375,0.375
3850,0,1,0,7,1,5088,1,0,0.0,0.0
10598,0,0,0,105,1,6980,0,1,0.0,0.0
544,0,0,0,0,1,33,0,4,0.03076923076923077,0.03076923076923077
7972,0,0,0,0,1,-1,1,0,0.0,0.0
11060,1,0,0,0,1,-1,1,2,0.9629629629629629,0.9629629629629629
10412,1,0,0,11,1,8019,1,4,0.09090909090909091,0.09090909090909091
10636,0,0,0,69,1,6349,0,3,0.0,0.0
4009,0,1,0,55,0,2391,0,6,0.0,0.0
9349,0,0,0,46,1,5458,0,4,0.016666666666666666,0.016666666666666666
8300,0,0,5,36,1,-1,1,0,0.0,0.0
10129,0,0,1,76,0,6329,1,10,0.0,0.0
8720,0,1,0,118,0,6686,1,5,0.0,0.0
7384,0,0,0,258,0,8645,0,4,0.0,0.0
7191,1,0,0,0,1,5626,1,5,0.2,0.2
1617,0,1,0,26,1,2956,1,0,0.0,0.0
9390,1,0,1,4,1,872,1,0,0.323943661971831,0.323943661971831
4633,0,1,0,51,0,8052,0,6,0.0,0.0
7360,0,0,4,0,1,4260,1,4,0.0,0.0
5042,0,0,0,247,1,2428,1,4,0.0,0.0
2668,0,0,0,4,1,284,1,0,0.0,0.0
253,0,1,0,115,0,9205,0,6,0.0,0.0
3768,1,1,0,0,1,5826,1,0,0.39344262295081966,0.39344262295081966
8542,0,0,0,14,1,7295,1,5,0.030303030303030304,0.030303030303030304
655,0,1,0,0,1,1739,0,0,0.21052631578947367,0.21052631578947367
8467,0,1,0,51,0,9007,1,7,0.0,0.0
10448,0,1,0,6,1,-1,1,1,0.0,0.0
9355,0,0,0,14,1,7295,1,5,0.0,0.0
7823,0,0,0,0,1,834,1,1,0.0,0.0
8173,0,0,0,37,1,1221,1,0,0.05263157894736842,0.05263157894736842
4581,0,1,0,588,1,7985,0,6,0.0,0.0
7274,0,1,0,75,0,5330,0,5,0.0,0.0
3486,0,1,0,107,1,1408,0,3,0.0,0.0
10499,0,0,0,33,1,4654,0,4,0.01282051282051282,0.01282051282051282
3778,0,1,0,154,1,1944,0,4,0.0,0.0
5282,0,1,0,47,1,-1,0,2,0.0,0.0
6449,0,0,0,184,1,6070,0,5,0.0,0.0
6116,0,0,0,1,1,134,1,0,0.0,0.0
4000,1,0,0,190,1,-2,1,2,0.4444444444444444,0.4444444444444444
4729,0,1,0,73,0,2689,0,3,0.0,0.0
5168,0,1,0,97,1,3733,0,5,0.1509433962264151,0.1509433962264151
3618,0,0,1,5,1,2660,1,4,0.2191780821917808,0.2191780821917808
11251,0,1,0,265,0,-1,0,5,0.0,0.0
5907,0,1,1,17,1,9896,0,8,0.07920792079207921,0.07920792079207921
3784,0,1,3,278,1,759,1,0,0.0,0.0
3928,0,1,0,213,1,5883,0,6,0.0,0.0
2302,1,1,0,30,0,9549,0,6,0.23809523809523808,0.23809523809523808
1459,0,1,0,205,1,9076,0,5,0.0,0.0
3710,0,1,0,108,1,5547,0,3,0.0,0.0
5359,0,1,0,88,0,7347,0,5,0.0,0.0
1304,0,0,0,686,0,7133,0,7,0.0,0.0
1451,1,0,0,136,1,7159,1,3,0.1891891891891892,0.1891891891891892
4744,0,1,0,0,1,-1,1,0,0.030303030303030304,0.030303030303030304
7056,0,0,0,88,1,7296,0,5,0.0,0.0
9400,0,0,0,177,1,5080,0,4,0.0,0.0
8010,0,1,0,0,1,5182,0,3,0.037037037037037035,0.037037037037037035
5277,0,1,3,7,1,750,1,1,0.0,0.0
7010,0,0,0,21,1,5616,1,5,0.04,0.04
5606,0,0,0,4,1,-1,1,0,0.0,0.0
6898,0,1,0,170,1,5887,0,6,0.0,0.0
3228,0,0,1,0,1,-1,1,0,0.0,0.0
8857,0,0,0,657,0,7131,0,7,0.0,0.0
6515,0,0,2,3,1,216,1,0,0.0,0.0
2904,0,1,0,103,1,7189,1,1,0.0,0.0
8892,0,0,0,14,1,7296,1,5,0.0,0.0
7176,0,0,0,80,0,3830,1,2,0.0,0.0
5195,0,1,0,90,1,-1,0,5,0.0,0.0
4427,0,1,0,217,1,6763,0,2,0.0,0.0
4098,0,0,1,31,1,4492,0,3,0.0,0.0
6984,0,0,0,12,1,5159,0,8,0.0,0.0
8754,0,1,1,11,1,5028,1,0,0.0,0.0
2022,0,1,1,0,1,200,1,2,0.0,0.0
225,0,1,0,138,1,3477,0,2,0.0,0.0
7297,0,0,1,0,1,-1,1,0,0.0,0.0
2334,0,0,0,320,0,7133,0,7,0.0,0.0
8670,0,0,0,3,1,724,1,1,0.1,0.1
9070,1,0,1,1,1,496,1,0,0.4444444444444444,0.4444444444444444
3824,0,0,0,14,1,7295,1,5,0.0,0.0
4955,0,0,0,10,1,4378,1,0,0.043478260869565216,0.043478260869565216
9573,0,1,0,172,1,5086,0,5,0.0,0.0
990,0,1,0,4,0,566,0,2,0.0,0.0
6199,0,0,2,133,1,1899,1,1,0.0,0.0
4941,0,0,0,52,1,7815,1,6,0.0,0.0
9875,1,0,0,4,1,4003,1,0,0.17592592592592593,0.17592592592592593
4543,0,0,0,7,1,8019,1,4,0.07751937984496124,0.07751937984496124
2860,0,1,0,55,0,5635,0,10,0.0,0.0
7982,0,0,0,37,1,7634,1,6,0.0,0.0
10692,0,0,0,5,0,6752,1,8,0.037037037037037035,0.037037037037037035
11213,0,0,0,7,1,3359,1,6,0.05263157894736842,0.05263157894736842
4810,0,1,0,96,0,67,0,2,0.0,0.0
4752,0,1,0,28,0,2316,0,1,0.0,0.0
8574,0,0,0,216,1,7159,0,3,0.16216216216216217,0.16216216216216217
7212,0,0,0,14,1,7295,1,5,0.1,0.1
1454,0,0,0,14,1,7295,1,5,0.0,0.0
7704,0,1,0,69,0,5895,0,10,0.0,0.0
10290,0,1,0,20,1,1632,0,2,0.0,0.0
356,0,0,0,7,1,8018,1,4,0.1,0.1
9835,0,1,0,124,0,-1,0,1,0.0,0.0
3277,0,1,1,12,1,837,1,0,0.008849557522123894,0.008849557522123894
1396,0,1,0,472,1,9261,0,5,0.08196721311475409,0.08196721311475409
3564,0,0,0,130,1,-1,1,4,0.0,0.0
7881,0,0,2,11,1,2199,1,2,0.0,0.0
7359,0,1,0,57,1,4375,0,4,0.0,0.0
11020,0,1,0,20,1,-1,0,4,0.0,0.0
6630,0,0,4,27,1,3053,1,2,0.047619047619047616,0.047619047619047616
3683,0,0,0,0,1,2837,1,2,0.0,0.0
3238,0,0,0,0,1,1546,1,2,0.04838709677419355,0.04838709677419355
6958,0,1,0,210,1,-1,0,5,0.07142857142857142,0.07142857142857142
69,0,1,0,0,1,6512,0,4,0.0,0.0
6785,0,1,0,51,1,1986,0,2,0.0,0.0
2897,0,0,1,1,0,8347,1,10,0.06493506493506493,0.06493506493506493
375,0,1,0,152,0,7555,0,5,0.0,0.0
10026,0,0,0,10,1,7295,1,5,0.03125,0.03125
11270,0,1,0,92,0,-1,0,5,0.0,0.0
4953,0,0,1,47,1,1950,1,1,0.0,0.0
4248,0,0,3,0,0,4216,0,0,0.0,0.0
8121,0,1,0,302,1,6856,0,6,0.03389830508474576,0.03389830508474576
2451,0,1,0,5,1,7717,0,5,0.0,0.0
1366,0,0,0,0,1,7211,1,2,0.043795620437956206,0.043795620437956206
